id,Material Type,Process Type,call_number,Library Name,Location Name,mms_id,title,ISBN,ISSN,Author,Publisher,Publication Place,Publication Date,Subjects,651$$0,651$$1,Num of Loans Including Pre-Migration (In House),Description,Internal Note 1,Internal Note 2,Internal Note 3,date_acquired,Item Modification Date
31154068978145,Book,In Process,DS121.6 .C64 2021,NYU Inst Study Ancient World,Small Collection,9998781077107876,Under the yoke of Ashur : the Assyrian century in the land of Israel /,9652209392; 9789652209399,,"Cogan, Mordechai, author.",Carta Jerusalem,Jerusalem :,2021.,Jews; Middle East--Assyria; Jews in Babylonian captivity--(598 - 515 B.C.); 953-515 B.C; History; Jews--History--953-586 B.C.; Assyria--History.; Imperialism--History--To 1500.; Assyria--Politics and government.; Assyria (kingdom); Juifs--Histoire--953-586 av. J.-C.,https://pleiades.stoa.org/places/29492,,0,,,,,2026-02-02,2026-02-12
31154068978152,Book,In Process,PJ1531.R4 G4 2024,NYU Inst Study Ancient World,Small Collection,9998784208907876,Der Stein von Rosetta /,3150142008; 9783150142004,,"Hoffmann, Friedhelm, author.",Reclam,Ditzingen :,2024.,"Rosetta stone.; Egyptian language--Writing, Hieroglyphic.; Egyptian language--Writing, Demotic.; demotic.; Bolbitine.; Égyptien (Langue)--Écriture hiéroglyphique.; Égyptien (Langue)--Écriture démotique.",https://pleiades.stoa.org/places/727085,,0,,,,,2026-02-09,2026-02-12
31154068978160,Book,,GN776.32.I75 A85 2025,NYU Inst Study Ancient World,Small Collection,9998784208007876,"Atlit-Yam, a submerged pre-pottery Neolithic C site off the Carmel Coast, Israel : 9,000 years under the sea /",3032030137; 9783032030139; 9783032030146; 3032030145,,,Springer,"Cham, Switzerland :",[2025],"Carmel Coast (Israel)--Antiquities.; ʻAtlit (Israel)--Antiquities.; Atlit-Yam Site (Israel); Underwater archaeology--Israel--Carmel Coast.; Neolithic period--Israel--Carmel Coast.; Atlit Yam.; Archéologie sous-marine--Israël--Carmel, Côte du.; Néolithique--Israël--Carmel, Côte du.",https://pleiades.stoa.org/places/97875559,,0,,White-Levy Program,,,2026-02-09,2026-02-09
31154068978178,Book,In Process,BL2350.I7 C47 2022,NYU Inst Study Ancient World,Small Collection,9998784829007876,"L'historiola nella Mesopotamia antica : mito, rito e performatività /",8868972840; 9788868972844,,"Ceravolo, Marinella, author.",Bulzoni editore,Roma :,[2022],"Iraq--Religion.; Rites and ceremonies--Iraq.; Mythology, Assyro-Babylonian.; Incantations, Assyro-Babylonian.; Incantations, Assyro-Babylonian; Mythology, Assyro-Babylonian; Religion; Rites and ceremonies; Iraq; Mesopotamia (region); Rites et cérémonies--Irak.; Mythologie assyro-babylonienne.",https://pleiades.stoa.org/places/874602,https://id.oclc.org/worldcat/entity/E39PBJtCBPBdMfmXtd4M8cvJXd;,0,,,,,2026-02-12,2026-02-19
31154068978194,Book,In Process,NK1039.A7 .A735 1949,NYU Inst Study Ancient World,Large Collection,9998785523507876,Haykakan patkerakʻandaknerě IV-VII darerum /,,,"Aṛakʻelyan, B. N. author. (Babken Nikoghosi),",Haykakan SSṚ GA hratarakchʻutʻyun,Erevan :,1949.,"Relief (Decorative arts)--Armenia--History--To 1500.; Sculpture, Ancient--Armenia.; Sculpture, Medieval--Armenia.; Armenia (region); Sculpture antique--Arménie.; Sculpture médiévale--Arménie.",https://pleiades.stoa.org/places/874350,,0,,,,,2026-02-27,2026-03-18
31154069005591,Book,,DS358 .K89 2024,NYU Inst Study Ancient World,Small Collection,9998784927607876,Collected articles on ancient eastern Afghanistan and northern Pakistan /,4653045941; 9784653045946,,"Kuwayama, Shōshin, author.",Rinsen Shoten,Kyōto-shi :,2024.,Afghanistan--History.; Pakistan--History.; Afghanistan--Antiquities.; Pakistan--Antiquities.; Hindu Kush Mountains (Afghanistan and Pakistan); Afuganisutan-Rekishi.; Pakisutan-Rekishi.; Iseki ibutsu-Afuganisutan.; Iseki ibutsu-Pakisutan.; Paropamisos/Caucasus M.; Afghanistan.; Pakistan.; Hindū Kūsh (Afghānistān et Pākistān); Afghānistān--Histoire.; Pākistān--Histoire.; Afghānistān--Antiquités.; Pākistān--Antiquités.,https://pleiades.stoa.org/places/59983; http://vocab.getty.edu/tgn/7016612; http://vocab.getty.edu/tgn/1000133;,,0,,,,,2026-02-11,2026-02-11
31154069008058,Bound Issue,,PJ1001 .L56,NYU ISAW Offsite,Offsite Collection,990035182230107876,Lingua Aegyptia.,,0942-5659,,Widmaier Verlag; Seminar für Ägyptologie und Koptologie Universität Göttingen,Göttingen :,1991-,"Egyptian literature--History and criticism--Periodicals.; Egyptian language; Egyptian literature; Criticism, interpretation, etc.; Periodicals; Periodicals.; Egyptian language--Periodicals.; Egyptology--Periodicals.",,,0,v.33(2025),,,,2026-02-02,2026-02-02
31154069008066,Book,,BS192.2.A1 1964 G3 v.14A 2023,NYU Inst Study Ancient World,Small Collection,990096954170107876,Ezra : a new translation with introduction and commentary /,0300149697; 9780300149692; 9780300174625; 0300174624,,,Yale University Press,New Haven ; London :,[2023],Bible. Ezra Commentaries.; Bible. Ezra; Commentaries; Sacred works; Sacred works.; Bible. Ezra Commentaries; Palaestina.; Livres sacrés.,https://pleiades.stoa.org/places/991396,,0,,,,,2026-02-02,2026-02-02
31154069008074,Book,,GN790 .G37 2025,NYU Inst Study Ancient World,Large Collection,9998780978007876,Hinterland monuments of ancient nomads : trilith stone structures of south-eastern Arabia /,9781805831013; 1805831011; 9781805831020; 180583102X,,"Garba, Roman, author.",Archaeopress Publishing,Bicester :,[2025],Megalithic monuments--Oman.; Megalithic monuments--Yemen (Republic); Oman--Antiquities.; Yemen (Republic)--Antiquities.; Monuments--Arabian Peninsula.; Megalithic monuments--Arabian Peninsula.; Arabia.; Oman.; Yemen.; Monuments--Arabie (Péninsule); Monuments mégalithiques--Arabie (Péninsule); Monuments mégalithiques--Oman.; Monuments mégalithiques--Yémen.; Yémen--Antiquités.,https://pleiades.stoa.org/places/29475; http://vocab.getty.edu/tgn/1000131; http://vocab.getty.edu/tgn/7000261;,,0,,,,,2026-02-02,2026-02-02
31154069008082,Book,,DK34.S4 C53 2024,NYU Inst Study Ancient World,Small Collection,9998782611607876,Akademik M.I. Rostovt͡sev : otkrytie skifo-sarmatskogo mira = Academician Mikhael L. Rostovtzeff: The discovery of Scythian-Sarmatian world /,5000816587; 9785000816585,,"Chibirov, A. L. author. (Alekseĭ Li͡udvigovich),",VNT͡S RAN,Vladikavkaz :,2024.,"Rostovtzeff, Michael Ivanovitch,--1870-1952.; Scythians.; Sarmatians.; Ethnology--Russia (Federation)--Caucasus, Northern.; Caucasus, Northern (Russia)--Antiquities.; Caucasus, Northern (Russia)--History.; Scythae/Sagae/Sacae.; Sarmatae.; Ciscaucasia.; Scythes.; Sarmates.; Ethnologie--Russie--Ciscaucasie.; Ciscaucasie (Russie)--Histoire.",https://pleiades.stoa.org/places/60676; https://pleiades.stoa.org/places/226752; http://vocab.getty.edu/tgn/7025826;,,0,,,,,2026-02-05,2026-02-05
